weight strategy	cnn keep prob	cnn filter shapes	cnn pool	do attention	norm type	dnn nonlin	zscore	opt/ lr	lr decay rate	lr decay delay	input keep prob	grad clip	exclude pre onsets	exclude post onsets	Pooling Method	do transformer	d model	num transformer layers	num heads	ff dim	micro xentropy avg	micro pos xentropy avg	micro auroc	micro auprc	micro fscore	micro precision	micro recall	micro threshold	micro accuracy	perchart xentropy avg	perchart xentropy avg sd	perchart xentropy avg min	perchart xentropy avg max	perchart pos xentropy avg	perchart pos xentropy avg sd	perchart pos xentropy avg min	perchart pos xentropy avg max	perchart auroc	perchart auroc sd	perchart auroc min	perchart auroc max	perchart auprc	perchart auprc sd	perchart auprc min	perchart auprc max	perchart fscore	perchart fscore sd	perchart fscore min	perchart fscore max	perchart precision	perchart precision sd	perchart precision min	perchart precision max	perchart recall	perchart recall sd	perchart recall min	perchart recall max	perchart threshold	perchart threshold sd	perchart threshold min	perchart threshold max	perchart accuracy	perchart accuracy sd	perchart accuracy min	perchart accuracy max	perchart perplexity	perchart perplexity sd	perchart perplexity min	perchart perplexity max	perchart density rel	perchart density rel sd	perchart density rel min	perchart density rel max	perchart fscore diff perchart	perchart fscore diff perchart sd	perchart fscore diff perchart min	perchart fscore diff perchart max	perchart precision diff perchart	perchart precision diff perchart sd	perchart precision diff perchart min	perchart precision diff perchart max	perchart recall diff perchart	perchart recall diff perchart sd	perchart recall diff perchart min	perchart recall diff perchart max	perchart threshold diff perchart	perchart threshold diff perchart sd	perchart threshold diff perchart min	perchart threshold diff perchart max	perchart fscore all perchart	perchart fscore all perchart sd	perchart fscore all perchart min	perchart fscore all perchart max	perchart precision all perchart	perchart precision all perchart sd	perchart precision all perchart min	perchart precision all perchart max	perchart recall all perchart	perchart recall all perchart sd	perchart recall all perchart min	perchart recall all perchart max	perchart threshold all perchart	perchart threshold all perchart sd	perchart threshold all perchart min	perchart threshold all perchart max	perchart fscore diff micro	perchart fscore diff micro sd	perchart fscore diff micro min	perchart fscore diff micro max	perchart precision diff micro	perchart precision diff micro sd	perchart precision diff micro min	perchart precision diff micro max	perchart recall diff micro	perchart recall diff micro sd	perchart recall diff micro min	perchart recall diff micro max	perchart threshold diff micro	perchart threshold diff micro sd	perchart threshold diff micro min	perchart threshold diff micro max	perchart fscore all micro	perchart fscore all micro sd	perchart fscore all micro min	perchart fscore all micro max	perchart precision all micro	perchart precision all micro sd	perchart precision all micro min	perchart precision all micro max	perchart recall all micro	perchart recall all micro sd	perchart recall all micro min	perchart recall all micro max	perchart threshold all micro	perchart threshold all micro sd	perchart threshold all micro min	perchart threshold all micro max	rnn cell type	dnn keep prob	rnn keep prob	eval type
last	0.8	"5,5,32"	"2,2,1,1"	TRUE	layer	relu	FALSE	sgd/0.1	0.75	0	0.7	2.5	TRUE	TRUE	avg	FALSE	N/A	N/A	N/A	N/A	0.1352978	1.164549	0.982170696	0.844396076	0.809021875	0.798970226	0.81932966	0.2807546	0.983943053	0.13616002	0.03399951	0.09148186	0.18142726	1.1862122	3.43E-01	0.78298783	1.7204096	0.981988271	0.008729098	0.961189133	0.990672787	0.831783763	0.061056624	0.729710318	0.937127549	0.814501946	0.042606724	0.727659574	0.861127956	0.791559567	0.073692002	0.642857143	0.89375	0.84423029	0.041176475	0.778584392	0.908510638	0.2841695	0.14975348	0.097035564	0.50510955	0.984174284	0.004714734	0.974701335	0.98866327	1.146528	0.03900258	1.095797	1.1989273	1.077002905	0.121858868	0.871143376	1.303921569	0.802078658	0.052776874	0.685365854	0.855867347	0.798377224	0.065394375	0.682038835	0.880577428	0.80919714	0.063828667	0.68872549	0.875	0.32712874	0.053717855	0.27326837	0.38659033	0.801690846	0.056160878	0.68164794	0.85840151	0.798450895	0.0585577	0.694656489	0.87100894	0.808200935	0.073758497	0.669117647	0.884057971	0.32700697	0.005309383	0.32329595	0.34055436	0.806618666	0.046585856	0.708661417	0.85678392	0.780736738	0.071095629	0.654885655	0.867684478	0.838578273	0.046900093	0.772058824	0.895744681	0.2440213	0.06944356	0.17269082	0.31600553	0.801413293	0.054560016	0.684863524	0.85678392	0.796122771	0.057712762	0.693467337	0.867684478	0.80994598	0.071645692	0.676470588	0.884057971	0.31462452	0.004189973	0.30947444	0.32409072	lstm			
rect	1	"5,5,32"	"2,2"	TRUE	layer	sigmoid	TRUE	sgd/0.1	0.75	0	0.7	2.5	TRUE	FALSE	min	FALSE	N/A	N/A	N/A	N/A	0.12001767	1.0975885	0.981774161	0.860161986	0.812756973	0.787637303	0.83953168	0.19599397	0.983943053	0.1210676	0.03364957	0.07709103	0.16507968	1.1198934	3.10E-01	0.7823903	1.6299992	0.981722248	0.007270469	0.965148309	0.990949192	0.849981027	0.051487974	0.781554082	0.926805368	0.820073101	0.03456307	0.756756757	0.865486726	0.796106839	0.073039886	0.676982592	0.917448405	0.851184872	0.031451493	0.819095477	0.921276596	0.22913525	0.123378485	0.059647523	0.40429676	0.984491387	0.004818571	0.974613493	0.98896378	1.1293404	0.038001467	1.0801405	1.1794871	1.079955879	0.122258978	0.89279732	1.267156863	0.807896698	0.037516164	0.74356103	0.848984772	0.789699819	0.060145837	0.684536082	0.868831169	0.8302116	0.038117321	0.744299674	0.865942029	0.22917402	0.002606905	0.2263428	0.23439696	0.807987933	0.037616727	0.74356103	0.849714648	0.789721085	0.060173836	0.684536082	0.869001297	0.830366686	0.038118769	0.744299674	0.865942029	0.22897021	0.002748806	0.2263428	0.23439696	0.809896187	0.03459642	0.752891693	0.848080134	0.775338973	0.073018684	0.659300184	0.869281046	0.854299385	0.034947216	0.80781759	0.908510638	0.17418486	0.06067173	0.11273983	0.23749389	0.808411232	0.035536949	0.748074807	0.852173913	0.779347085	0.059197533	0.678642715	0.856060606	0.843121101	0.034476339	0.765472313	0.878623188	0.19189566	0.002747828	0.18941633	0.19729787	lstm			
last	0.7	"7,3,10,3,3,20"	"2,2,2,2"	TRUE	layer	tanh	TRUE	adagrad/0.001	0.1	2	0.8	5	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.11325187	1.0698087	0.980529824	0.843072105	0.808679845	0.800494827	0.817033976	0.23553409	0.983952582	0.114644766	0.022345891	0.0831148	0.15327185	1.0451088	1.98E-01	0.7529347	1.4324094	0.98050765	0.00749069	0.967758025	0.992167615	0.842547668	0.063009278	0.71642686	0.933991589	0.819076912	0.039800438	0.744704571	0.860581745	0.813587815	0.076191613	0.683026585	0.896694215	0.829717059	0.033317628	0.800670017	0.912765957	0.28116447	0.15462449	0.09287464	0.5935112	0.984616803	0.005602205	0.972505271	0.990026548	1.1217555	0.025134364	1.0866666	1.1656419	1.030179857	0.116424307	0.900744417	1.198529412	0.805778621	0.041668246	0.736027515	0.846609612	0.796910612	0.069501039	0.669941061	0.901823282	0.820419716	0.051370134	0.697068404	0.865921788	0.25716853	0.1070187	0.14923185	0.3755279	0.807029018	0.045036961	0.725956567	0.858585859	0.802506175	0.096535107	0.627906977	0.933641975	0.82299577	0.055684555	0.747557003	0.904255319	0.25444677	0.00231479	0.25244272	0.25897938	0.802035232	0.045279169	0.722569135	0.847213115	0.801271107	0.065700195	0.67983368	0.898470097	0.808123085	0.059590139	0.659609121	0.854748603	0.28943157	0.14200753	0.14607443	0.43538067	0.805521555	0.045473409	0.721881391	0.860301508	0.79427648	0.097377258	0.619298246	0.931506849	0.828795612	0.053634043	0.759305211	0.910638298	0.22879651	0.001540726	0.22648457	0.23102573	rnn			
rect	0.8	"9,5,10,5,4,20"	"1,2,1,2"	FALSE	layer	sigmoid	FALSE	sgd/0.1	0.1	2	0.7	5	FALSE	FALSE	avg	FALSE	N/A	N/A	N/A	N/A	0.09136908	0.9912845	0.98046508	0.842169577	0.809674503	0.797417631	0.82231405	0.30531475	0.983952582	0.09258716	0.022582982	0.060641292	0.12700222	0.9921763	2.35E-01	0.718903	1.4795866	0.980302454	0.010033343	0.95811981	0.992093123	0.828059432	0.062457027	0.73497776	0.930291962	0.817151099	0.041160792	0.73354232	0.857711443	0.790653536	0.062745768	0.639344262	0.85046729	0.849740785	0.043837981	0.758957655	0.917021277	0.27518377	0.08398509	0.1361766	0.39129817	0.984198777	0.005036939	0.975404076	0.989739542	1.0972887	0.024806371	1.0625178	1.1354196	1.082758628	0.115944466	0.970961887	1.345588235	0.807255833	0.036643374	0.732776618	0.842857143	0.785224164	0.070976828	0.638181818	0.875763747	0.837183599	0.044468937	0.758957655	0.878723404	0.28533265	0.026399108	0.25802642	0.3155352	0.806913166	0.039171716	0.727828746	0.84934277	0.785853858	0.078888789	0.623036649	0.886128364	0.837561861	0.048197816	0.763843648	0.893617021	0.28570378	0.001452453	0.28371415	0.28809428	0.806504727	0.039615184	0.726530612	0.84934277	0.782174328	0.07707208	0.622377622	0.879098361	0.840286412	0.046792053	0.763843648	0.893617021	0.27559173	0.01050924	0.2638528	0.28690544	0.806987683	0.039147675	0.727642276	0.849646821	0.785297185	0.079296661	0.621527778	0.886128364	0.83849286	0.04829174	0.765472313	0.895744681	0.28399563	0.002066338	0.28167552	0.28809428	lstm			
last	0.9	"5,5,32"	"2,2"	TRUE	layer	sigmoid	FALSE	sgd/0.01	1	0	0.7	1	TRUE	TRUE	min	FALSE	N/A	N/A	N/A	N/A	0.12409088	0.68456966	0.982748041	0.834320361	0.815075266	0.78166491	0.851469238	0.38925216	0.983962111	0.1253415	0.019280806	0.103641346	0.15307344	0.6680176	1.86E-01	0.36101964	1.0335249	0.983097204	0.006392988	0.968808695	0.991316678	0.83541057	0.069382832	0.715578235	0.934896402	0.823308229	0.043486078	0.741071429	0.862385321	0.803036515	0.069046189	0.680327869	0.880364109	0.847289624	0.025508148	0.81372549	0.9	0.47732538	0.1566555	0.28935957	0.7618502	0.984867785	0.005298095	0.973471539	0.990313554	1.1337467	0.02194233	1.1092025	1.1654105	1.062004694	0.083827497	0.954094293	1.196078431	0.812838531	0.04849491	0.727081138	0.857327308	0.784097481	0.08604007	0.637707948	0.893674293	0.85080762	0.039482859	0.78990228	0.921276596	0.4199242	0.05417192	0.36530808	0.48030326	0.810633252	0.049992847	0.717058223	0.857703631	0.78558628	0.098480724	0.614711033	0.903225806	0.848144084	0.045046551	0.793103448	0.929787234	0.42095268	0.003683343	0.4179766	0.43015242	0.812362987	0.046974246	0.731914894	0.858771374	0.777282016	0.076454337	0.646616541	0.877102199	0.855967438	0.039555107	0.776872964	0.914893617	0.4018415	0.0959313	0.303246	0.4987703	0.807142132	0.052582915	0.709923664	0.858592264	0.753865513	0.099489095	0.58125	0.878080415	0.881000199	0.0387992	0.831215971	0.944680851	0.30701676	0.001456253	0.30486938	0.30911124	lstm			
rect	0.7	"7,3,10,3,3,20"	"2,2,2,2"	TRUE	none	tanh	FALSE	adagrad/0.1	0.75	2	0.9	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.12034148	0.95025504	0.981062547	0.856062374	0.814798503	0.782903089	0.849403122	0.24389526	0.983971641	0.12162742	0.037248407	0.07115306	0.17821307	0.9760865	2.82E-01	0.598347	1.4126729	0.980553151	0.010698922	0.957102285	0.99266971	0.840115794	0.062836554	0.739823773	0.946509063	0.817224959	0.042578357	0.727477477	0.874556213	0.802595432	0.06298822	0.672916667	0.896078431	0.837151181	0.058336202	0.765494137	0.940425532	0.3247891	0.15661857	0.11828076	0.5257451	0.984667242	0.004351057	0.975755446	0.989852604	1.1301186	0.04222997	1.0737455	1.1950799	1.049708803	0.108714191	0.854271357	1.210638298	0.809814382	0.043967372	0.721672167	0.871111111	0.792824355	0.074089997	0.654690619	0.89206762	0.832474456	0.04182358	0.780130293	0.89787234	0.31742117	0.10647823	0.2091739	0.4314525	0.803091296	0.047272556	0.710128056	0.87053021	0.792151176	0.052630485	0.676274945	0.865196078	0.816528822	0.056842745	0.705211726	0.878623188	0.31544656	0.003215298	0.313536	0.3235528	0.80862842	0.043046073	0.722536806	0.86875	0.793744235	0.060143188	0.671578947	0.875314861	0.826804953	0.044413383	0.745928339	0.878623188	0.30887485	0.04608085	0.26085532	0.35716096	0.807647471	0.043193236	0.722536806	0.872727273	0.780135022	0.050963572	0.671578947	0.853080569	0.839124346	0.049204827	0.745928339	0.893300248	0.26296526	0.001336899	0.26085532	0.26503944	rnn			
last	0.8	"5,5,32"	"2,2,2,2"	FALSE	layer	relu	FALSE	adagrad/0.1	0.1	2	0.7	5	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.13494168	0.98831093	0.98345936	0.851855689	0.812486065	0.789770264	0.836547291	0.24121371	0.983971641	0.1359127	0.03985179	0.09134402	0.19719298	1.0022435	2.69E-01	0.6906281	1.4980814	0.983403292	0.007168875	0.968863071	0.992839786	0.836934533	0.054888285	0.768263977	0.928243316	0.819682107	0.037168755	0.747039828	0.859845228	0.801937	0.071369615	0.666026871	0.883392226	0.842732483	0.024724971	0.800362976	0.885106383	0.2956696	0.10927083	0.12733832	0.41537336	0.984607083	0.004841995	0.974613493	0.989185986	1.1464944	0.045878652	1.0956458	1.2179791	1.060523878	0.112027799	0.918330309	1.276960784	0.808129105	0.040123402	0.732960894	0.851569126	0.801975619	0.067701933	0.673511294	0.875328084	0.818907213	0.043817143	0.728013029	0.891061453	3.13E-01	6.09E-02	2.51E-01	0.37749127	0.803735112	0.042014344	0.723699422	0.855163728	0.797429469	0.056676852	0.684901532	0.868286445	0.813521697	0.053039449	0.706840391	0.88547486	3.13E-01	1.54E-03	3.12E-01	3.16E-01	0.813707326	0.039025508	0.744136461	0.858864028	0.797624452	0.079927483	0.658490566	0.883185841	0.837809949	0.041855794	0.776872964	0.910614525	2.91E-01	1.16E-01	1.74E-01	4.08E-01	0.803513973	0.042512309	0.722222222	0.855702583	0.797572043	0.05717447	0.684210526	0.869398207	0.812866162	0.052845462	0.706840391	0.882681564	3.17E-01	0.003819795	0.31282127	0.32581794	lstm			
rect	0.7	"3,3,16,3,3,32"	"1,3,1,3"	TRUE	layer	sigmoid	FALSE	adagrad/0.1	1	2	0.7	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.1260887	1.3981991	0.980668746	0.85365071	0.813367381	0.787572565	0.840909091	0.1408278	0.98398117	0.12690958	0.038195096	0.07630944	0.1987525	1.4355993	4.53E-01	0.94726986	2.131325	0.979950707	0.012466121	0.95271006	0.992773522	0.843815348	0.049027281	0.793168296	0.934178304	0.819642192	0.036350715	0.755458515	0.868711656	0.812162229	0.071842668	0.681102362	0.906796117	0.834472579	0.055516074	0.762250454	0.942553191	0.24442	0.17307025	0.042022355	0.47768408	0.984812619	0.004696631	0.97452565	0.989778535	1.136146	0.043647062	1.0792965	1.2198801	1.038330032	0.136047908	0.856624319	1.245098039	0.804714416	0.040972639	0.741599073	0.863237139	0.792026951	0.050677308	0.703296703	0.873096447	0.820525294	0.052165309	0.706840391	0.878623188	1.87E-01	2.77E-02	1.58E-01	0.21470481	0.806277133	0.038904403	0.748858447	0.859128238	0.793439948	0.05275035	0.700854701	0.875160875	0.822362631	0.047425573	0.718241042	0.873188406	1.89E-01	4.71E-03	1.86E-01	2.01E-01	0.808439248	0.037178815	0.75	0.8553137	0.780169349	0.071731562	0.664772727	0.883597884	0.84501131	0.040173753	0.78584392	0.914893617	1.50E-01	7.29E-02	7.68E-02	2.37E-01	0.806864878	0.03906789	0.748283753	0.859671302	0.795319281	0.053528795	0.701716738	0.87628866	0.821637498	0.047398433	0.718241042	0.873188406	1.92E-01	0.003839543	0.18973418	0.2009883	lstm			
rect	0.9	"3,3,16,3,3,32,3,3,64"	"2,2,1,1"	TRUE	layer	sigmoid	FALSE	sgd/0.1	0.1	0	0.7	2.5	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.09249767	0.9808332	0.982569273	0.838047141	0.81118724	0.794149989	0.828971534	0.29062518	0.98398117	0.0936809	0.021650255	0.06621928	0.12185791	0.973726	3.06E-01	0.5476622	1.6646941	0.982139018	0.009950037	0.959917314	0.991844291	0.83563952	0.059210462	0.766046366	0.93704632	0.815190187	0.041579177	0.73368984	0.857843137	0.792521879	0.068560257	0.65085389	0.861932939	0.843523517	0.038533806	0.793103448	0.921276596	0.28797612	0.091983356	0.14040032	0.44923776	0.984227018	0.004746351	0.974789178	0.989380785	1.098467	0.023829954	1.0684611	1.1295935	1.073094555	0.11139561	0.920145191	1.291666667	0.806487275	0.042003999	0.717724289	0.847011145	0.790263717	0.073939072	0.648221344	0.881002088	0.828624135	0.040347019	0.765880218	0.889361702	3.10E-01	5.74E-02	2.50E-01	0.3775593	0.807887723	0.040533051	0.72918862	0.853174603	0.794838175	0.084938077	0.639556377	0.896600567	0.830651173	0.050880973	0.742286751	0.914893617	3.08E-01	1.51E-03	3.06E-01	3.10E-01	0.804386559	0.045342851	0.710648148	0.848609681	0.799224438	0.066173342	0.673245614	0.880503145	0.812938907	0.047895658	0.752442997	0.876595745	3.46E-01	8.80E-02	2.57E-01	4.34E-01	0.807781696	0.041103311	0.730848861	0.85320197	0.787251742	0.085661922	0.632616487	0.885350318	0.838939496	0.049215618	0.756805808	0.921276596	2.85E-01	0.002021388	0.28309262	0.28951392	lstm			
rect	0.8	"3,3,16,3,3,32,3,3,64"	"2,2,2,2"	FALSE	none	tanh	TRUE	adam/0.001	0.75	2	0.7	5	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.14678797	1.3013403	0.977500292	0.858703958	0.810126582	0.797862867	0.822773186	0.15528971	0.983990699	0.1480406	0.051529694	0.07883307	0.22160771	1.3152032	3.54E-01	0.8200029	1.9699087	0.977876258	0.007508689	0.963299091	0.989898001	0.84699951	0.050545118	0.766964737	0.939796904	0.819457266	0.03449173	0.75990676	0.871536524	0.806271993	0.066051244	0.724444444	0.894052045	0.837101304	0.031734156	0.789473684	0.880851064	0.26707262	0.189667	0.012347057	0.6420509	0.984868055	0.004111424	0.975316233	0.989022028	1.1611034	0.05999818	1.0820237	1.2480817	1.045887895	0.100385602	0.901172529	1.175977654	0.80094734	0.043552045	0.718139535	0.858072917	0.810832221	0.062507221	0.732057416	0.902739726	0.79834378	0.070028366	0.628664495	0.873188406	0.2521311	0.019120483	0.23154545	0.27341586	0.800252522	0.045528327	0.711610487	0.861957226	0.810565845	0.060567812	0.737704918	0.902306649	0.797252172	0.073184881	0.618892508	0.875	0.2544325	0.003078955	0.24992584	0.25918517	0.806429392	0.039799858	0.750277469	0.863022508	0.78747638	0.074108877	0.685598377	0.895861148	0.834303419	0.057563669	0.708469055	0.906382979	0.15371668	0.07400754	0.07827066	0.23051037	0.801768252	0.04440483	0.719851577	0.862467866	0.805498505	0.062055847	0.729357798	0.894666667	0.805192314	0.070961573	0.631921824	0.876811594	0.22404122	0.002879736	0.22172602	0.23051037	lstm			
last	1	"5,5,32"	"1,2,1,2,1,2"	FALSE	none	sigmoid	FALSE	sgd/0.1	1	0	0.9	5	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.10859951	1.1237296	0.982053152	0.833601549	0.817787419	0.775082237	0.865472911	0.17252189	0.983990699	0.10951179	0.024516404	0.07861627	0.15552065	1.1228274	3.86E-01	0.7065096	2.0276926	0.981864056	0.010001435	0.95994184	0.992728956	0.830249536	0.059907416	0.755240812	0.929164477	0.820884931	0.041169679	0.745057232	0.871205906	0.79072035	0.065425387	0.647377939	0.869140625	0.858146748	0.044566736	0.798045603	0.925531915	0.23947968	0.16705012	0.09907339	0.64645374	0.984455617	0.005166607	0.974437807	0.989408192	1.1160699	0.027521558	1.0817891	1.168266	1.093949815	0.119711263	0.929219601	1.355392157	0.815801414	0.041188448	0.738699008	0.868703551	0.788743051	0.064658978	0.671342685	0.86407767	0.847678574	0.030225982	0.801302932	0.881072027	0.24505079	0.07732862	0.16439235	0.32462195	0.812999461	0.038767844	0.741138561	0.856152513	0.79026219	0.080848252	0.659655832	0.886894075	0.844100617	0.033254185	0.78584392	0.893617021	0.24442695	0.002032739	0.24236748	0.24814174	0.814844991	0.040477894	0.741935484	0.865046102	0.783878133	0.074754262	0.66091954	0.873517787	0.8535555	0.027914852	0.802177858	0.891061453	0.2179326	0.029491792	0.18681611	0.24814174	0.814053664	0.04155065	0.743215031	0.864819479	0.777529119	0.082381088	0.647272727	0.875247525	0.861681729	0.03204933	0.802177858	0.906382979	0.19443375	0.003564834	0.19196129	0.20361654	lstm			
last	0.9	"5,5,32"	"2,2,1,1"	FALSE	none	tanh	TRUE	adagrad/0.01	0.5	0	0.9	2.5	FALSE	FALSE	max	TRUE	512	2	8	2048	0.105222106	1.1311291	0.981715959	0.862954325	0.808219178	0.803814714	0.812672176	0.21018608	0.983990699	0.10672961	0.03379923	0.06230227	0.16109481	1.1508836	2.70E-01	0.7285932	1.4863237	0.981733404	0.006645736	0.969198299	0.992937504	0.850107882	0.052328979	0.77796822	0.93249223	0.818648943	0.037125179	0.748945148	0.858291457	0.812513441	0.07595175	0.657407407	0.897579143	0.831052747	0.037382994	0.787658802	0.908510638	0.2408253	0.14804101	0.06633756	0.4574648	0.984585509	0.005264349	0.974349965	0.989883045	1.1132699	0.037699185	1.0642841	1.1747963	1.034693901	0.134048674	0.88384755	1.323529412	0.806067618	0.045965915	0.71411902	0.848056537	0.815111137	0.073421636	0.681514477	0.897196262	0.801288323	0.046893858	0.719869707	0.863829787	0.25646198	0.040709376	0.21485919	0.2984661	0.801649251	0.046727242	0.706024096	0.843560933	0.809552697	0.061973576	0.694312796	0.876860622	0.796763136	0.053445373	0.703583062	0.851449275	0.25584576	0.001257303	0.25470522	0.2585154	0.810044027	0.039945997	0.738938053	0.856854839	0.813302289	0.087346455	0.673387097	0.918489066	0.815317524	0.048951744	0.767100977	0.904255319	0.23879391	0.115421005	0.12268834	0.35685787	0.802785191	0.044838156	0.712616822	0.84375	0.798023004	0.062565839	0.680803571	0.868874172	0.810676016	0.049104809	0.719869707	0.861702128	0.21769263	0.003154438	0.21567352	0.22594151	lstm			
last	0.8	"3,3,16,3,3,32,3,3,64"	"2,2"	FALSE	layer	sigmoid	FALSE	sgd/0.1	0.25	2	0.8	1	FALSE	FALSE	avg	FALSE	N/A	N/A	N/A	N/A	0.096046746	0.9956762	0.982315275	0.859767893	0.814692257	0.784076433	0.847796143	0.22531754	0.983990699	0.09709056	0.023542508	0.06473832	0.12787491	1.0005376	2.49E-01	0.6323467	1.4746814	0.982346482	0.005662767	0.970155351	0.991394093	0.85017277	0.050512041	0.780778194	0.935706891	0.819635895	0.037720469	0.744769874	0.866082603	0.79557233	0.075742518	0.649635036	0.878676471	0.851705626	0.035028682	0.800670017	0.923404255	0.27494586	0.12522614	0.1063358	0.49780595	0.984410248	0.005077161	0.973295854	0.989778535	1.1022654	0.02592713	1.0668799	1.1364108	1.08323899	0.137887752	0.911222781	1.343137255	0.809413295	0.038474861	0.734739179	0.850642928	0.79308445	0.070158846	0.671399594	0.895172414	0.831960741	0.045991813	0.767100977	0.914893617	0.2762694	0.001132699	0.2747966	0.27803883	0.809423437	0.038478545	0.734739179	0.850642928	0.792495658	0.069709137	0.671399594	0.894085282	0.832551657	0.045981243	0.767100977	0.914893617	0.27487126	0.001452371	0.27296355	0.2768477	0.81036241	0.037526895	0.735911602	0.849802372	0.802126178	0.079817302	0.670020121	0.913043478	0.826522797	0.049322491	0.776872964	0.914893617	0.29541507	0.03241702	0.25950706	0.32857925	0.809861642	0.037818194	0.735911602	0.849802372	0.788623859	0.068786962	0.670020121	0.889945652	0.837569661	0.043686158	0.776872964	0.914893617	0.26160124	0.00251481	0.2590749	0.26719365	lstm			
last	0.7	"9,5,10,5,4,20"	"2,2"	FALSE	none	relu	FALSE	adagrad/0.01	0.5	2	0.7	2.5	FALSE	FALSE	min	FALSE	N/A	N/A	N/A	N/A	0.10292733	0.99468744	0.981622669	0.849775784	0.809960385	0.798839027	0.821395776	0.2560792	0.984000229	0.10417968	0.025950681	0.06845216	0.1433525	1.0005796	2.41E-01	0.64866805	1.3502153	0.981545813	0.010082909	0.957504572	0.992137044	0.83567737	0.054329355	0.761743288	0.933560454	0.813398157	0.042817695	0.722891566	0.856804734	0.795617101	0.059865714	0.653465347	0.856873823	0.835184996	0.046546618	0.760586319	0.898263027	0.26979303	0.09115598	0.1135559	0.44656494	0.984144993	0.004854873	0.975404076	0.989704466	1.1101735	0.028789176	1.0708493	1.1541365	1.05546063	0.094229903	0.91959799	1.237745098	0.804401862	0.040305451	0.720348205	0.847457627	0.802749723	0.084245815	0.647749511	0.915304606	0.814822281	0.05388112	0.760586319	0.904255319	0.28977764	0.058371667	0.23050468	0.3519518	0.803927298	0.04391349	0.712328767	0.845760981	0.801385955	0.067179144	0.666666667	0.894067797	0.8110294	0.053635719	0.721498371	0.880851064	0.28908175	0.000790598	0.28819722	0.29027292	0.804430797	0.040837465	0.718783931	0.847457627	0.79570966	0.079764051	0.645224172	0.899425287	0.820902534	0.050278828	0.762214984	0.904255319	0.27074987	0.042848837	0.2266029	0.3163831	0.804767233	0.04174283	0.718783931	0.847457627	0.777533744	0.069138709	0.645224172	0.876	0.839070165	0.045536134	0.762214984	0.904255319	0.22728103	0.001361101	0.22575004	0.23050468	lstm			
last	0.8	"5,3,10,3,3,20"	"1,3,1,3"	TRUE	none	sigmoid	TRUE	adam/0.001	0.5	2	1	1	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.15904325	1.6333443	0.979902919	0.851814539	0.807037718	0.808525346	0.805555556	0.26240492	0.984009758	0.16085485	0.049355347	0.08561928	0.23337947	1.6939689	5.76E-01	0.9115631	2.4203253	0.979959831	0.008225286	0.963695632	0.990261933	0.835033333	0.062989779	0.753224038	0.933391427	0.817033776	0.037632452	0.747767857	0.86761964	0.791382706	0.065384652	0.68647541	0.869240349	0.8481274	0.031425761	0.813067151	0.912765957	0.2316861	0.22492038	0.010918171	0.75381845	0.984436714	0.004166619	0.975316233	0.989309034	1.1759465	0.058086682	1.0893915	1.2628607	1.079355395	0.099948514	0.938294011	1.223463687	0.802127973	0.047250649	0.726625111	0.865992415	0.806228356	0.058194785	0.722748815	0.882731959	0.802059257	0.063325691	0.664495114	0.865942029	0.29861754	0.092390426	0.20282406	0.39774713	0.797643918	0.050987945	0.708256881	0.86728972	0.805326027	0.05166207	0.74009901	0.871088861	0.7945481	0.073844529	0.628664495	0.865942029	0.29847443	0.003825287	0.29397646	0.30523214	0.805668965	0.040953099	0.743243243	0.865726548	0.774986917	0.058774139	0.6875	0.855757576	0.842807768	0.049975292	0.736156352	0.90212766	0.13288216	0.052993134	0.079064496	0.186955	0.799237203	0.046225144	0.726790451	0.865196078	0.784069243	0.051490274	0.715277778	0.85472155	0.819259241	0.067389814	0.669381107	0.880434783	0.18044771	0.000750693	0.17954092	0.18168496	lstm			
